Timestamp,Raw_ADC,Voltage,Rs_kOhm,Rs_R0,Gas_Index,Delta_Index,Trend,Experiment,Flower
2026-08-27 16:29:47,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:29:48,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:29:49,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:29:50,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:29:51,264.0,1.29,28.75,2.875,17.39,0.09,STABLE,Baseline,None
2026-08-27 16:29:52,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:29:53,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:29:54,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:29:55,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:29:56,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:29:57,263.0,1.285,28.897,2.89,17.3,-0.09,STABLE,Baseline,None
2026-08-27 16:29:58,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:29:59,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:00,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:01,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:02,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:03,264.0,1.29,28.75,2.875,17.39,0.09,STABLE,Baseline,None
2026-08-27 16:30:04,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:05,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:06,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:07,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:08,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:09,263.0,1.285,28.897,2.89,17.3,-0.09,STABLE,Baseline,None
2026-08-27 16:30:10,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:11,262.0,1.281,29.046,2.905,17.21,-0.09,STABLE,Baseline,None
2026-08-27 16:30:12,263.0,1.285,28.897,2.89,17.3,0.09,STABLE,Baseline,None
2026-08-27 16:30:13,262.0,1.281,29.046,2.905,17.21,-0.09,STABLE,Baseline,None
2026-08-27 16:30:14,263.0,1.285,28.897,2.89,17.3,0.09,STABLE,Baseline,None
2026-08-27 16:30:15,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:16,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:17,262.0,1.281,29.046,2.905,17.21,-0.09,STABLE,Baseline,None
2026-08-27 16:30:18,263.0,1.285,28.897,2.89,17.3,0.09,STABLE,Baseline,None
2026-08-27 16:30:19,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:20,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:21,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:22,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:23,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:24,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:25,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:26,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:27,262.0,1.281,29.046,2.905,17.21,-0.09,STABLE,Baseline,None
2026-08-27 16:30:28,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:30:29,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:30:30,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:30:31,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:30:32,263.0,1.285,28.897,2.89,17.3,0.09,STABLE,Baseline,None
2026-08-27 16:30:33,264.0,1.29,28.75,2.875,17.39,0.09,STABLE,Baseline,None
2026-08-27 16:30:34,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:35,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:36,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:37,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:38,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:39,266.0,1.3,28.459,2.846,17.57,0.18,STABLE,Baseline,None
2026-08-27 16:30:40,263.0,1.285,28.897,2.89,17.3,-0.27,STABLE,Baseline,None
2026-08-27 16:30:41,262.0,1.281,29.046,2.905,17.21,-0.09,STABLE,Baseline,None
2026-08-27 16:30:42,263.0,1.285,28.897,2.89,17.3,0.09,STABLE,Baseline,None
2026-08-27 16:30:43,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:44,263.0,1.285,28.897,2.89,17.3,0.0,STABLE,Baseline,None
2026-08-27 16:30:45,264.0,1.29,28.75,2.875,17.39,0.09,STABLE,Baseline,None
2026-08-27 16:30:46,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:47,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:48,264.0,1.29,28.75,2.875,17.39,0.0,STABLE,Baseline,None
2026-08-27 16:30:49,265.0,1.295,28.604,2.86,17.48,0.09,STABLE,Baseline,None
2026-08-27 16:30:50,263.0,1.285,28.897,2.89,17.3,-0.18,STABLE,Baseline,None
2026-08-27 16:30:51,262.0,1.281,29.046,2.905,17.21,-0.09,STABLE,Baseline,None
2026-08-27 16:30:52,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:30:53,261.0,1.276,29.195,2.92,17.13,-0.09,STABLE,Baseline,None
2026-08-27 16:30:54,261.0,1.276,29.195,2.92,17.13,0.0,STABLE,Baseline,None
2026-08-27 16:30:55,260.0,1.271,29.346,2.935,17.04,-0.09,STABLE,Baseline,None
2026-08-27 16:30:56,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:30:57,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:30:58,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:30:59,259.0,1.266,29.498,2.95,16.95,-0.09,STABLE,Baseline,None
2026-08-27 16:31:00,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:01,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:02,261.0,1.276,29.195,2.92,17.13,0.18,STABLE,Baseline,None
2026-08-27 16:31:03,261.0,1.276,29.195,2.92,17.13,0.0,STABLE,Baseline,None
2026-08-27 16:31:04,262.0,1.281,29.046,2.905,17.21,0.09,STABLE,Baseline,None
2026-08-27 16:31:05,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:31:06,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:31:07,262.0,1.281,29.046,2.905,17.21,0.0,STABLE,Baseline,None
2026-08-27 16:31:08,261.0,1.276,29.195,2.92,17.13,-0.09,STABLE,Baseline,None
2026-08-27 16:31:09,261.0,1.276,29.195,2.92,17.13,0.0,STABLE,Baseline,None
2026-08-27 16:31:10,261.0,1.276,29.195,2.92,17.13,0.0,STABLE,Baseline,None
2026-08-27 16:31:11,261.0,1.276,29.195,2.92,17.13,0.0,STABLE,Baseline,None
2026-08-27 16:31:12,260.0,1.271,29.346,2.935,17.04,-0.09,STABLE,Baseline,None
2026-08-27 16:31:13,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:31:14,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:31:15,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:31:16,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:31:17,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:31:18,259.0,1.266,29.498,2.95,16.95,-0.09,STABLE,Baseline,None
2026-08-27 16:31:19,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:20,260.0,1.271,29.346,2.935,17.04,0.09,STABLE,Baseline,None
2026-08-27 16:31:21,259.0,1.266,29.498,2.95,16.95,-0.09,STABLE,Baseline,None
2026-08-27 16:31:22,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:23,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:24,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:25,260.0,1.271,29.346,2.935,17.04,0.09,STABLE,Baseline,None
2026-08-27 16:31:26,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:31:27,260.0,1.271,29.346,2.935,17.04,0.0,STABLE,Baseline,None
2026-08-27 16:31:28,259.0,1.266,29.498,2.95,16.95,-0.09,STABLE,Baseline,None
2026-08-27 16:31:29,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:30,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:31,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:32,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:33,258.0,1.261,29.651,2.965,16.86,-0.09,STABLE,Baseline,None
2026-08-27 16:31:34,259.0,1.266,29.498,2.95,16.95,0.09,STABLE,Baseline,None
2026-08-27 16:31:35,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:36,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:37,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:38,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:39,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:40,259.0,1.266,29.498,2.95,16.95,0.0,STABLE,Baseline,None
2026-08-27 16:31:41,258.0,1.261,29.651,2.965,16.86,-0.09,STABLE,Baseline,None
2026-08-27 16:31:42,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:31:43,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:31:44,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:31:45,257.0,1.256,29.805,2.981,16.78,-0.09,STABLE,Baseline,None
2026-08-27 16:31:46,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:47,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:48,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:49,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:50,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:51,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:52,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:53,258.0,1.261,29.651,2.965,16.86,0.09,STABLE,Baseline,None
2026-08-27 16:31:54,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:31:55,257.0,1.256,29.805,2.981,16.78,-0.09,STABLE,Baseline,None
2026-08-27 16:31:56,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:57,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:58,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:31:59,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:32:00,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:32:01,256.0,1.251,29.961,2.996,16.69,-0.09,STABLE,Baseline,None
2026-08-27 16:32:02,257.0,1.256,29.805,2.981,16.78,0.09,STABLE,Baseline,None
2026-08-27 16:32:03,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:32:04,258.0,1.261,29.651,2.965,16.86,0.09,STABLE,Baseline,None
2026-08-27 16:32:05,257.0,1.256,29.805,2.981,16.78,-0.09,STABLE,Baseline,None
2026-08-27 16:32:06,258.0,1.261,29.651,2.965,16.86,0.09,STABLE,Baseline,None
2026-08-27 16:32:07,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:32:08,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:32:09,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:32:10,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:32:11,258.0,1.261,29.651,2.965,16.86,0.0,STABLE,Baseline,None
2026-08-27 16:32:12,257.0,1.256,29.805,2.981,16.78,-0.09,STABLE,Baseline,None
2026-08-27 16:32:13,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:32:14,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:32:15,256.0,1.251,29.961,2.996,16.69,-0.09,STABLE,Baseline,None
2026-08-27 16:32:16,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:17,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:18,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:19,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:20,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:21,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:22,255.0,1.246,30.118,3.012,16.6,-0.09,STABLE,Baseline,None
2026-08-27 16:32:23,255.0,1.246,30.118,3.012,16.6,0.0,STABLE,Baseline,None
2026-08-27 16:32:24,256.0,1.251,29.961,2.996,16.69,0.09,STABLE,Baseline,None
2026-08-27 16:32:25,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:26,257.0,1.256,29.805,2.981,16.78,0.09,STABLE,Baseline,None
2026-08-27 16:32:27,257.0,1.256,29.805,2.981,16.78,0.0,STABLE,Baseline,None
2026-08-27 16:32:28,256.0,1.251,29.961,2.996,16.69,-0.09,STABLE,Baseline,None
2026-08-27 16:32:29,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:30,256.0,1.251,29.961,2.996,16.69,0.0,STABLE,Baseline,None
2026-08-27 16:32:31,255.0,1.246,30.118,3.012,16.6,-0.09,STABLE,Baseline,None
2026-08-27 16:32:32,255.0,1.246,30.118,3.012,16.6,0.0,STABLE,Baseline,None
2026-08-27 16:32:33,254.0,1.241,30.276,3.028,16.51,-0.09,STABLE,Baseline,None
2026-08-27 16:32:34,254.0,1.241,30.276,3.028,16.51,0.0,STABLE,Baseline,None
2026-08-27 16:32:35,254.0,1.241,30.276,3.028,16.51,0.0,STABLE,Baseline,None
2026-08-27 16:32:36,254.0,1.241,30.276,3.028,16.51,0.0,STABLE,Baseline,None
2026-08-27 16:32:37,253.0,1.237,30.435,3.043,16.43,-0.09,STABLE,Baseline,None
2026-08-27 16:32:38,254.0,1.241,30.276,3.028,16.51,0.09,STABLE,Baseline,None
2026-08-27 16:32:39,254.0,1.241,30.276,3.028,16.51,0.0,STABLE,Baseline,None
2026-08-27 16:32:40,254.0,1.241,30.276,3.028,16.51,0.0,STABLE,Baseline,None
2026-08-27 16:32:41,254.0,1.241,30.276,3.028,16.51,0.0,STABLE,Baseline,None
2026-08-27 16:32:42,254.0,1.241,30.276,3.028,16.51,0.0,STABLE,Baseline,None
2026-08-27 16:32:43,253.0,1.237,30.435,3.043,16.43,-0.09,STABLE,Baseline,None
2026-08-27 16:32:44,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:32:45,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:32:46,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:32:47,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:48,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:49,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:50,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:51,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:52,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:53,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:54,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:55,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:32:56,253.0,1.237,30.435,3.043,16.43,0.09,STABLE,Baseline,None
2026-08-27 16:32:57,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:32:58,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:32:59,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:33:00,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:01,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:02,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:03,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:04,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:05,253.0,1.237,30.435,3.043,16.43,0.09,STABLE,Baseline,None
2026-08-27 16:33:06,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:33:07,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:33:08,253.0,1.237,30.435,3.043,16.43,0.09,STABLE,Baseline,None
2026-08-27 16:33:09,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:33:10,253.0,1.237,30.435,3.043,16.43,0.09,STABLE,Baseline,None
2026-08-27 16:33:11,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:33:12,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:33:13,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:33:14,253.0,1.237,30.435,3.043,16.43,0.09,STABLE,Baseline,None
2026-08-27 16:33:15,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:33:16,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:17,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:18,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:19,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:20,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:21,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:22,251.0,1.227,30.757,3.076,16.26,-0.09,STABLE,Baseline,None
2026-08-27 16:33:23,252.0,1.232,30.595,3.06,16.34,0.09,STABLE,Baseline,None
2026-08-27 16:33:24,251.0,1.227,30.757,3.076,16.26,-0.09,STABLE,Baseline,None
2026-08-27 16:33:25,251.0,1.227,30.757,3.076,16.26,0.0,STABLE,Baseline,None
2026-08-27 16:33:26,250.0,1.222,30.92,3.092,16.17,-0.09,STABLE,Baseline,None
2026-08-27 16:33:27,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:28,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:29,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:30,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:31,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:32,249.0,1.217,31.084,3.108,16.09,-0.09,STABLE,Baseline,None
2026-08-27 16:33:33,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:34,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:35,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:36,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:37,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:38,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:39,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:40,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:41,249.0,1.217,31.084,3.108,16.09,0.0,STABLE,Baseline,None
2026-08-27 16:33:42,250.0,1.222,30.92,3.092,16.17,0.09,STABLE,Baseline,None
2026-08-27 16:33:43,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:44,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:45,250.0,1.222,30.92,3.092,16.17,0.0,STABLE,Baseline,None
2026-08-27 16:33:46,251.0,1.227,30.757,3.076,16.26,0.09,STABLE,Baseline,None
2026-08-27 16:33:47,251.0,1.227,30.757,3.076,16.26,0.0,STABLE,Baseline,None
2026-08-27 16:33:48,251.0,1.227,30.757,3.076,16.26,0.0,STABLE,Baseline,None
2026-08-27 16:33:49,251.0,1.227,30.757,3.076,16.26,0.0,STABLE,Baseline,None
2026-08-27 16:33:50,251.0,1.227,30.757,3.076,16.26,0.0,STABLE,Baseline,None
2026-08-27 16:33:51,252.0,1.232,30.595,3.06,16.34,0.09,STABLE,Baseline,None
2026-08-27 16:33:52,253.0,1.237,30.435,3.043,16.43,0.09,STABLE,Baseline,None
2026-08-27 16:33:53,253.0,1.237,30.435,3.043,16.43,0.0,STABLE,Baseline,None
2026-08-27 16:33:54,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:33:55,253.0,1.237,30.435,3.043,16.43,0.09,STABLE,Baseline,None
2026-08-27 16:33:56,252.0,1.232,30.595,3.06,16.34,-0.09,STABLE,Baseline,None
2026-08-27 16:33:57,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:58,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
2026-08-27 16:33:59,252.0,1.232,30.595,3.06,16.34,0.0,STABLE,Baseline,None
